"Weight set: ","[0.8677033734624879, 0.4130305461314676, 0.8667630569664856, 0.7072453169057696]"
"intpathway","wikipathways","LCS","Normalized LCS","Gene Agreement","GenePair Agreement","Score"
"glycine_biosynthesis","sc_glucose_repression_wp2836_78395","8","0.125","0.045","0.000","0.975"
"glycine_biosynthesis","sc_nucleotide_metabolism_wp321_71895","8","0.125","0.019","0.000","0.964"
"glycine_biosynthesis","sc_arginine_degradation_wp54_70247","8","0.125","0.009","0.000","0.960"
"glycine_biosynthesis","sc_isoleucine_and_valine_biosynthesis_wp359_69861","18","0.333","0.041","0.000","1.120"
"glycine_biosynthesis","sc_fatty_acid_oxidation_wp91_71343","7","0.104","0.024","0.000","0.951"
"glycine_biosynthesis","sc_p-cymene_degradation_wp181_69808","7","0.104","0.013","0.000","0.947"
"glycine_biosynthesis","sc_tyrosine_biosynthesis_wp538_69941","17","0.313","0.009","0.000","1.092"
"glycine_biosynthesis","sc_lipases_biosynthesis_wp71_70049","16","0.292","0.007","0.000","1.077"
"glycine_biosynthesis","sc_glutamate_degradation_viii_wp99_70055","8","0.125","0.011","0.000","0.961"
"glycine_biosynthesis","sc_threonine_biosynthesis_wp331_70271","17","0.313","0.011","0.000","1.093"
"glycine_biosynthesis","sc_fatty_acid_elongation,_saturated_wp380_69867","9","0.146","0.013","0.000","0.976"
"glycine_biosynthesis","sc_de_novo_nad_biosynthesis_wp541_69942","15","0.271","0.019","0.000","1.067"
"glycine_biosynthesis","sc_protein_modifications_wp346_69859","8","0.125","0.026","0.000","0.967"
"glycine_biosynthesis","sc_polyamine_biosynthesis_wp290_69849","18","0.333","0.009","0.000","1.107"
"glycine_biosynthesis","sc_arginine_biosynthesis_wp275_69844","17","0.313","0.017","0.000","1.096"
"glycine_biosynthesis","sc_valine_biosynthesis_wp2_78390","17","0.313","0.011","0.000","1.093"
"glycine_biosynthesis","sc_sucrose_biosynthesis_wp14_69669","15","0.271","0.002","0.000","1.060"
"glycine_biosynthesis","sc_serine-isocitrate_lyase_pathway_wp390_69869","9","0.146","0.000","0.000","0.971"
"glycine_biosynthesis","sc_glutathione_biosynthesis_wp196_76277","18","0.333","0.004","0.000","1.105"
"glycine_biosynthesis","sc_glycogen_catabolism_wp478_70263","10","0.167","0.009","0.000","0.989"
"glycine_biosynthesis","sc_glutamate_degradation_vii_wp559_70041","8","0.125","0.019","0.000","0.964"
"glycine_biosynthesis","sc_galactose_metabolism_wp549_69945","9","0.146","0.013","0.000","0.976"
"glycine_biosynthesis","sc_aerobic_glycerol_catabolism_wp224_71353","10","0.167","0.036","0.000","1.001"
"glycine_biosynthesis","sc_deoxyribose_phosphate_metabolism_wp228_69829","10","0.167","0.009","0.000","0.989"
"glycine_biosynthesis","sc_gluconeogenesis_wp156_69762","11","0.188","0.015","0.000","1.007"
"glycine_biosynthesis","sc_nad_biosynthesis_wp84_71345","15","0.271","0.007","0.000","1.062"
"glycine_biosynthesis","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","16","0.292","0.017","0.000","1.081"
"glycine_biosynthesis","sc_cell_cycle_and_cell_division_wp414_78393","9","0.146","0.238","0.000","1.069"
"glycine_biosynthesis","sc_udp-glucose_conversion_wp109_69750","10","0.167","0.011","0.000","0.990"
"glycine_biosynthesis","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","15","0.271","0.024","0.000","1.069"
"glycine_biosynthesis","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","18","0.333","0.041","0.000","1.120"
"glycine_biosynthesis","sc_trehalose_degradation,_low_osmolarity_wp70_70048","8","0.125","0.011","0.000","0.961"
"glycine_biosynthesis","sc_leucine_biosynthesis_wp180_69807","18","0.333","0.013","0.000","1.109"
"glycine_biosynthesis","sc_toluene_degradation_wp60_78389","7","0.104","0.013","0.000","0.947"
"glycine_biosynthesis","sc_triglyceride_biosynthesis_wp266_69843","19","0.354","0.009","0.000","1.122"
"glycine_biosynthesis","sc_glycolysis_wp253_69832","9","0.146","0.039","0.000","0.987"
"glycine_biosynthesis","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","9","0.146","0.009","0.000","0.974"
"glycine_biosynthesis","sc_proteasome_degradation_wp158_77442","7","0.104","0.078","0.000","0.974"
"glycine_biosynthesis","sc_tryptophan_degradation_wp301_67723","7","0.104","0.026","0.000","0.952"
"glycine_biosynthesis","sc_glucose-1-phosphate_metabolism_wp260_69835","10","0.167","0.009","0.000","0.989"
"glycine_biosynthesis","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","16","0.292","0.026","0.000","1.085"
"glycine_biosynthesis","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","18","0.333","0.045","0.000","1.122"
"glycine_biosynthesis","sc_glutamate_biosynthesis_wp77_71350","16","0.292","0.015","0.000","1.080"
"glycine_biosynthesis","sc_lactose_degradation_wp546_69943","7","0.104","0.015","0.000","0.948"
"glycine_biosynthesis","sc_isoleucine_biosynthesis_wp250_69831","18","0.333","0.015","0.000","1.110"
"glycine_biosynthesis","sc_glycolysis_and_gluconeogenesis_wp515_78397","13","0.229","0.086","0.000","1.065"
"glycine_biosynthesis","sc_asparagine_degradation_wp432_71892","8","0.125","0.015","0.000","0.962"
"glycine_biosynthesis","sc_tca_cycle_-_detailed_wp296_76239","6","0.083","0.047","0.000","0.946"
"glycine_biosynthesis","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","17","0.313","0.009","0.000","1.092"
"glycine_biosynthesis","sc_phenylalanine_degradation_wp573_74213","8","0.125","0.024","0.000","0.966"
"glycine_biosynthesis","sc_purine_fermentation_wp463_73550","8","0.125","0.013","0.000","0.961"
"glycine_biosynthesis","sc_serine_and_glycine_biosynthesis_wp218_69824","20","0.375","0.000","0.000","1.133"
"glycine_biosynthesis","sc_histidine_biosynthesis_wp514_71894","17","0.313","0.022","0.000","1.098"
"glycine_biosynthesis","sc_serine_biosynthesis_wp459_69877","17","0.313","0.009","0.000","1.092"
"glycine_biosynthesis","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","10","0.167","0.022","0.000","0.994"
"glycine_biosynthesis","sc_ubiquinone_biosynthesis_wp308_69850","17","0.313","0.022","0.000","1.098"
"glycine_biosynthesis","sc_translation_factors_wp32_71347","7","0.104","0.076","0.000","0.973"
"glycine_biosynthesis","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","12","0.208","0.013","0.000","1.020"
"glycine_biosynthesis","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","17","0.313","0.015","0.000","1.095"
"glycine_biosynthesis","sc_phospholipid_biosynthesis_wp9_69581","15","0.271","0.019","0.000","1.067"
"glycine_biosynthesis","sc_sphingolipid_metabolism_wp370_76472","8","0.125","0.043","0.000","0.974"
"glycine_biosynthesis","sc_xylulose-monophosphate_cycle_wp361_69862","7","0.104","0.011","0.000","0.946"
"glycine_biosynthesis","sc_principle_pathways_of_carbon_metabolism_wp112_78138","11","0.188","0.167","0.000","1.069"
"glycine_biosynthesis","sc_glutamate_degradation_iii_wp503_69932","8","0.125","0.011","0.000","0.961"
"glycine_biosynthesis","sc_chorismate_biosynthesis_wp479_73732","16","0.292","0.017","0.000","1.081"
"glycine_biosynthesis","sc_glutamate_degradation_i_wp556_69958","8","0.125","0.007","0.000","0.959"
"glycine_biosynthesis","sc_leucine_degradation_wp354_70265","9","0.146","0.009","0.000","0.974"
"glycine_biosynthesis","sc_dna_replication_wp13_78398","6","0.083","0.153","0.000","0.990"
"glycine_biosynthesis","sc_genes_of_meiotic_recombination_wp377_69605","9","0.146","0.041","0.000","0.988"
"glycine_biosynthesis","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","8","0.125","0.013","0.000","0.961"
"glycine_biosynthesis","sc_nad_salvage_pathway_wp171_73683","6","0.083","0.013","0.000","0.932"
"glycine_biosynthesis","sc_aspartate_biosynthesis_wp1518_76276","15","0.271","0.009","0.000","1.063"
"glycine_biosynthesis","sc_glycine_degradation_wp345_71005","11","0.188","0.019","0.000","1.008"
"glycine_biosynthesis","sc_pyruvate_dehydrogenase_pathway_wp214_69823","7","0.104","0.009","0.000","0.945"
"glycine_biosynthesis","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","11","0.188","0.007","0.000","1.003"
"glycine_biosynthesis","sc_cholesterol_biosynthesis_wp132_77403","15","0.271","0.030","0.000","1.072"
"glycine_biosynthesis","sc_lysine_biosynthesis_wp533_69940","18","0.333","0.017","0.000","1.111"
"glycine_biosynthesis","sc_glycine_biosynthesis_wp261_77412","20","0.375","0.000","0.000","1.133"
"glycine_biosynthesis","sc_octane_oxidation_wp552_69954","7","0.104","0.011","0.000","0.946"
"glycine_biosynthesis","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","11","0.188","0.013","0.000","1.006"
"glycine_biosynthesis","sc_folic_acid_biosynthesis_wp555_69957","16","0.292","0.000","0.000","1.074"
"glycine_biosynthesis","sc_sulfur_amino_acid_biosynthesis_wp7_70252","16","0.292","0.030","0.000","1.086"
"glycine_biosynthesis","sc_isoleucine_degradation_wp178_69780","9","0.146","0.015","0.000","0.977"
"glycine_biosynthesis","sc_tryptophan_degradation_via_kynurenine_wp452_70274","9","0.146","0.013","0.000","0.976"
"glycine_biosynthesis","sc_m-cresol_degradation_wp172_69778","6","0.083","0.013","0.000","0.932"
"glycine_biosynthesis","sc_cytoplasmic_ribosomal_proteins_wp210_70142","10","0.167","0.213","0.000","1.074"
"glycine_biosynthesis","sc_mapk_signaling_pathway_wp510_78392","7","0.104","0.122","0.000","0.992"
"glycine_biosynthesis","sc_mitochondrial_trna_synthetases_wp62_76238","12","0.208","0.030","0.000","1.027"
"glycine_biosynthesis","sc_starch_and_cellulose_biosynthesis_wp257_69834","16","0.292","0.011","0.000","1.078"
"glycine_biosynthesis","sc_homocysteine_and_cysteine_interconversion_wp128_69755","12","0.208","0.009","0.000","1.019"
"xylose_metabolism","sc_cytoplasmic_trna_synthetases_wp219_76236","8","0.125","0.021","0.000","0.965"
"xylose_metabolism","sc_trehalose_biosynthesis_wp239_70272","9","0.146","0.004","0.000","0.973"
"xylose_metabolism","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","8","0.125","0.017","0.000","0.963"
"xylose_metabolism","sc_fatty_acid_elongation,_unsaturated_wp16_71346","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_upiquinone_q_prenylation_wp287_69848","6","0.083","0.007","0.000","0.929"
"xylose_metabolism","sc_anaerobic_respiration_wp575_73676","6","0.083","0.002","0.000","0.928"
"xylose_metabolism","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","9","0.146","0.012","0.000","0.976"
"xylose_metabolism","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","10","0.167","0.008","0.000","0.989"
"xylose_metabolism","sc_allantoin_degradation_wp328_71348","6","0.083","0.005","0.000","0.929"
"xylose_metabolism","sc_sulfur_degradation_wp440_69875","5","0.063","0.004","0.000","0.914"
"xylose_metabolism","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","9","0.146","0.008","0.000","0.974"
"xylose_metabolism","sc_pentose_phosphate_pathway_wp369_69863","7","0.104","0.013","0.000","0.947"
"xylose_metabolism","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_eukaryotic_transcription_initiation_wp425_77440","7","0.104","0.033","0.001","0.956"
"xylose_metabolism","sc_sulfate_assimilation_pathway_ii_wp579_70251","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","10","0.167","0.004","0.000","0.987"
"xylose_metabolism","sc_methionine_degradation_wp46_69881","7","0.104","0.004","0.000","0.943"
"xylose_metabolism","sc_threonine_and_methionine_biosynthesis_wp423_69874","10","0.167","0.009","0.000","0.989"
"xylose_metabolism","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","8","0.125","0.028","0.000","0.968"
"xylose_metabolism","sc_pentose_phosphate_pathway_2_wp670_73392","7","0.104","0.015","0.000","0.948"
"xylose_metabolism","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","9","0.146","0.000","0.000","0.971"
"xylose_metabolism","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","9","0.146","0.048","0.001","0.992"
"xylose_metabolism","sc_asparagine_biosynthesis_wp67_71349","7","0.104","0.004","0.000","0.943"
"xylose_metabolism","sc_phenylalanine_biosynthesis_wp194_69817","8","0.125","0.004","0.000","0.958"
"xylose_metabolism","sc_tryptophan_biosynthesis_wp165_71899","8","0.125","0.007","0.000","0.959"
"xylose_metabolism","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","9","0.146","0.004","0.000","0.973"
"xylose_metabolism","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","9","0.146","0.002","0.000","0.972"
"xylose_metabolism","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","10","0.167","0.013","0.000","0.991"
"xylose_metabolism","sc_pathways_of_chorismate_wp213_71175","8","0.125","0.041","0.001","0.974"
"xylose_metabolism","sc_tca_cycle_wp490_78394","5","0.063","0.036","0.001","0.927"
"xylose_metabolism","sc_glucose_repression_wp2836_78395","7","0.104","0.023","0.000","0.951"
"xylose_metabolism","sc_nucleotide_metabolism_wp321_71895","14","0.250","0.010","0.000","1.049"
"xylose_metabolism","sc_arginine_degradation_wp54_70247","6","0.083","0.004","0.000","0.928"
"xylose_metabolism","sc_isoleucine_and_valine_biosynthesis_wp359_69861","8","0.125","0.021","0.000","0.965"
"xylose_metabolism","sc_fatty_acid_oxidation_wp91_71343","6","0.083","0.012","0.000","0.932"
"xylose_metabolism","sc_p-cymene_degradation_wp181_69808","6","0.083","0.007","0.000","0.929"
"xylose_metabolism","sc_tyrosine_biosynthesis_wp538_69941","9","0.146","0.004","0.000","0.973"
"xylose_metabolism","sc_lipases_biosynthesis_wp71_70049","8","0.125","0.003","0.000","0.957"
"xylose_metabolism","sc_glutamate_degradation_viii_wp99_70055","7","0.104","0.005","0.000","0.944"
"xylose_metabolism","sc_threonine_biosynthesis_wp331_70271","7","0.104","0.005","0.000","0.944"
"xylose_metabolism","sc_fatty_acid_elongation,_saturated_wp380_69867","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_de_novo_nad_biosynthesis_wp541_69942","8","0.125","0.010","0.000","0.960"
"xylose_metabolism","sc_protein_modifications_wp346_69859","7","0.104","0.013","0.000","0.947"
"xylose_metabolism","sc_polyamine_biosynthesis_wp290_69849","8","0.125","0.004","0.000","0.958"
"xylose_metabolism","sc_arginine_biosynthesis_wp275_69844","7","0.104","0.009","0.000","0.945"
"xylose_metabolism","sc_valine_biosynthesis_wp2_78390","7","0.104","0.005","0.000","0.944"
"xylose_metabolism","sc_sucrose_biosynthesis_wp14_69669","8","0.125","0.001","0.000","0.957"
"xylose_metabolism","sc_serine-isocitrate_lyase_pathway_wp390_69869","7","0.104","0.018","0.000","0.949"
"xylose_metabolism","sc_glutathione_biosynthesis_wp196_76277","8","0.125","0.002","0.000","0.957"
"xylose_metabolism","sc_glycogen_catabolism_wp478_70263","12","0.208","0.004","0.000","1.017"
"xylose_metabolism","sc_glutamate_degradation_vii_wp559_70041","7","0.104","0.010","0.000","0.945"
"xylose_metabolism","sc_galactose_metabolism_wp549_69945","15","0.271","0.007","0.000","1.062"
"xylose_metabolism","sc_aerobic_glycerol_catabolism_wp224_71353","12","0.208","0.018","0.000","1.023"
"xylose_metabolism","sc_deoxyribose_phosphate_metabolism_wp228_69829","16","0.292","0.004","0.000","1.076"
"xylose_metabolism","sc_gluconeogenesis_wp156_69762","6","0.083","0.008","0.000","0.930"
"xylose_metabolism","sc_nad_biosynthesis_wp84_71345","7","0.104","0.003","0.000","0.943"
"xylose_metabolism","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","8","0.125","0.009","0.000","0.960"
"xylose_metabolism","sc_cell_cycle_and_cell_division_wp414_78393","8","0.125","0.127","0.009","1.016"
"xylose_metabolism","sc_udp-glucose_conversion_wp109_69750","7","0.104","0.005","0.000","0.944"
"xylose_metabolism","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","11","0.188","0.012","0.000","1.005"
"xylose_metabolism","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","9","0.146","0.021","0.000","0.979"
"xylose_metabolism","sc_trehalose_degradation,_low_osmolarity_wp70_70048","11","0.188","0.005","0.000","1.003"
"xylose_metabolism","sc_leucine_biosynthesis_wp180_69807","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_toluene_degradation_wp60_78389","6","0.083","0.007","0.000","0.929"
"xylose_metabolism","sc_triglyceride_biosynthesis_wp266_69843","7","0.104","0.004","0.000","0.943"
"xylose_metabolism","sc_glycolysis_wp253_69832","6","0.083","0.019","0.000","0.935"
"xylose_metabolism","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","9","0.146","0.004","0.000","0.973"
"xylose_metabolism","sc_proteasome_degradation_wp158_77442","7","0.104","0.040","0.001","0.958"
"xylose_metabolism","sc_tryptophan_degradation_wp301_67723","6","0.083","0.013","0.000","0.932"
"xylose_metabolism","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.271","0.004","0.000","1.061"
"xylose_metabolism","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","10","0.167","0.013","0.000","0.991"
"xylose_metabolism","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","12","0.208","0.023","0.000","1.025"
"xylose_metabolism","sc_glutamate_biosynthesis_wp77_71350","8","0.125","0.008","0.000","0.959"
"xylose_metabolism","sc_lactose_degradation_wp546_69943","8","0.125","0.008","0.000","0.959"
"xylose_metabolism","sc_isoleucine_biosynthesis_wp250_69831","7","0.104","0.008","0.000","0.945"
"xylose_metabolism","sc_glycolysis_and_gluconeogenesis_wp515_78397","8","0.125","0.044","0.001","0.975"
"xylose_metabolism","sc_asparagine_degradation_wp432_71892","6","0.083","0.008","0.000","0.930"
"xylose_metabolism","sc_tca_cycle_-_detailed_wp296_76239","8","0.125","0.024","0.000","0.966"
"xylose_metabolism","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","9","0.146","0.004","0.000","0.973"
"xylose_metabolism","sc_phenylalanine_degradation_wp573_74213","7","0.104","0.012","0.000","0.946"
"xylose_metabolism","sc_purine_fermentation_wp463_73550","8","0.125","0.007","0.000","0.959"
"xylose_metabolism","sc_serine_and_glycine_biosynthesis_wp218_69824","8","0.125","0.007","0.000","0.959"
"xylose_metabolism","sc_histidine_biosynthesis_wp514_71894","7","0.104","0.011","0.000","0.946"
"xylose_metabolism","sc_serine_biosynthesis_wp459_69877","7","0.104","0.004","0.000","0.943"
"xylose_metabolism","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","8","0.125","0.011","0.000","0.961"
"xylose_metabolism","sc_ubiquinone_biosynthesis_wp308_69850","7","0.104","0.011","0.000","0.946"
"xylose_metabolism","sc_translation_factors_wp32_71347","7","0.104","0.039","0.001","0.958"
"xylose_metabolism","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","10","0.167","0.007","0.000","0.988"
"xylose_metabolism","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","8","0.125","0.008","0.000","0.959"
"xylose_metabolism","sc_phospholipid_biosynthesis_wp9_69581","7","0.104","0.010","0.000","0.945"
"xylose_metabolism","sc_sphingolipid_metabolism_wp370_76472","12","0.208","0.022","0.000","1.024"
"xylose_metabolism","sc_xylulose-monophosphate_cycle_wp361_69862","9","0.146","0.005","0.000","0.973"
"xylose_metabolism","sc_principle_pathways_of_carbon_metabolism_wp112_78138","13","0.229","0.087","0.004","1.069"
"xylose_metabolism","sc_glutamate_degradation_iii_wp503_69932","7","0.104","0.005","0.000","0.944"
"xylose_metabolism","sc_chorismate_biosynthesis_wp479_73732","8","0.125","0.009","0.000","0.960"
"xylose_metabolism","sc_glutamate_degradation_i_wp556_69958","7","0.104","0.003","0.000","0.943"
"xylose_metabolism","sc_leucine_degradation_wp354_70265","6","0.083","0.004","0.000","0.928"
"xylose_metabolism","sc_dna_replication_wp13_78398","5","0.063","0.080","0.003","0.948"
"xylose_metabolism","sc_genes_of_meiotic_recombination_wp377_69605","8","0.125","0.021","0.000","0.965"
"xylose_metabolism","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","8","0.125","0.007","0.000","0.959"
"xylose_metabolism","sc_nad_salvage_pathway_wp171_73683","5","0.063","0.007","0.000","0.915"
"xylose_metabolism","sc_aspartate_biosynthesis_wp1518_76276","8","0.125","0.004","0.000","0.958"
"xylose_metabolism","sc_glycine_degradation_wp345_71005","6","0.083","0.010","0.000","0.931"
"xylose_metabolism","sc_pyruvate_dehydrogenase_pathway_wp214_69823","7","0.104","0.004","0.000","0.943"
"xylose_metabolism","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","8","0.125","0.003","0.000","0.957"
"xylose_metabolism","sc_cholesterol_biosynthesis_wp132_77403","8","0.125","0.015","0.000","0.962"
"xylose_metabolism","sc_lysine_biosynthesis_wp533_69940","8","0.125","0.009","0.000","0.960"
"xylose_metabolism","sc_glycine_biosynthesis_wp261_77412","7","0.104","0.004","0.000","0.943"
"xylose_metabolism","sc_octane_oxidation_wp552_69954","6","0.083","0.005","0.000","0.929"
"xylose_metabolism","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","16","0.292","0.007","0.000","1.077"
"xylose_metabolism","sc_folic_acid_biosynthesis_wp555_69957","7","0.104","0.016","0.000","0.948"
"xylose_metabolism","sc_sulfur_amino_acid_biosynthesis_wp7_70252","8","0.125","0.015","0.000","0.962"
"xylose_metabolism","sc_isoleucine_degradation_wp178_69780","6","0.083","0.008","0.000","0.930"
"xylose_metabolism","sc_tryptophan_degradation_via_kynurenine_wp452_70274","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_m-cresol_degradation_wp172_69778","7","0.104","0.007","0.000","0.944"
"xylose_metabolism","sc_cytoplasmic_ribosomal_proteins_wp210_70142","9","0.146","0.113","0.007","1.023"
"xylose_metabolism","sc_mapk_signaling_pathway_wp510_78392","6","0.083","0.063","0.002","0.954"
"xylose_metabolism","sc_mitochondrial_trna_synthetases_wp62_76238","7","0.104","0.015","0.000","0.948"
"xylose_metabolism","sc_starch_and_cellulose_biosynthesis_wp257_69834","9","0.146","0.005","0.000","0.973"
"xylose_metabolism","sc_homocysteine_and_cysteine_interconversion_wp128_69755","8","0.125","0.004","0.000","0.958"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_cytoplasmic_trna_synthetases_wp219_76236","18","0.333","0.197","0.007","1.191"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_trehalose_biosynthesis_wp239_70272","19","0.354","0.045","0.000","1.137"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","26","0.500","0.168","0.005","1.295"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_fatty_acid_elongation,_unsaturated_wp16_71346","15","0.271","0.067","0.000","1.087"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_upiquinone_q_prenylation_wp287_69848","12","0.208","0.067","0.001","1.043"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_anaerobic_respiration_wp575_73676","12","0.208","0.023","0.000","1.024"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","22","0.417","0.119","0.002","1.213"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","24","0.458","0.077","0.001","1.224"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_allantoin_degradation_wp328_71348","12","0.208","0.056","0.000","1.038"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_sulfur_degradation_wp440_69875","14","0.250","0.000","0.000","1.045"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","34","0.667","0.077","0.001","1.372"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_pentose_phosphate_pathway_wp369_69863","12","0.208","0.129","0.003","1.071"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","18","0.333","0.067","0.001","1.131"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_eukaryotic_transcription_initiation_wp425_77440","16","0.292","0.301","0.019","1.215"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_sulfate_assimilation_pathway_ii_wp579_70251","17","0.313","0.000","0.001","1.089"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","25","0.479","0.045","0.000","1.225"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_methionine_degradation_wp46_69881","13","0.229","0.000","0.000","1.030"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_threonine_and_methionine_biosynthesis_wp423_69874","23","0.438","0.000","0.001","1.178"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","18","0.333","0.259","0.013","1.222"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_pentose_phosphate_pathway_2_wp670_73392","13","0.229","0.149","0.004","1.094"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","21","0.396","0.000","0.000","1.148"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","28","0.542","0.407","0.040","1.453"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_asparagine_biosynthesis_wp67_71349","20","0.375","0.045","0.000","1.152"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_phenylalanine_biosynthesis_wp194_69817","21","0.396","0.045","0.000","1.166"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_tryptophan_biosynthesis_wp165_71899","20","0.375","0.067","0.001","1.161"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","26","0.500","0.045","0.000","1.240"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","25","0.479","0.023","0.000","1.216"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","19","0.354","0.129","0.003","1.174"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_pathways_of_chorismate_wp213_71175","17","0.313","0.068","0.028","1.141"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_tca_cycle_wp490_78394","7","0.104","0.317","0.022","1.091"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_glucose_repression_wp2836_78395","10","0.167","0.215","0.008","1.081"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_nucleotide_metabolism_wp321_71895","12","0.208","0.098","0.001","1.057"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_arginine_degradation_wp54_70247","11","0.188","0.045","0.000","1.019"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_isoleucine_and_valine_biosynthesis_wp359_69861","24","0.458","0.197","0.007","1.279"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_fatty_acid_oxidation_wp91_71343","13","0.229","0.119","0.002","1.081"
"superpathway_of_sulfur_amino_acid_biosynthesis","sc_p-cymene_degradation_wp181_69808","11","0.188","0.067","0.001","1.028"
