"kegg","intpathway","LCS","Gene Agreement","GenePair Agreement"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","metabolic_pathways","0","0.676","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","methionine_degradation","0","0.006","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","glycerol_biosynthesis","0","0.008","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","mapk_signaling_pathway","0","0.086","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","ribosome","0","0.206","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","superpathway_of_leucine,_isoleucine,_and_valine_biosynthesis","1","0.017","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","fatty_acid_elongation","0","0.008","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","glycerol_degradation","0","0.003","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","nad_salvage_pathway","0","0.015","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","fructose_degradation","0","0.003","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","tyrosine_degradation","0","0.003","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","cytoplasmic_ribosomal_proteins","0","0.161","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","cell_cycle_-_yeast","0","0.181","0.001"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","threonine_degradation","0","0.003","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","ergosterol_biosynthesis","0","0.034","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","salvage_pathways_of_adenine,_hypoxanthine_and_their_nucleosides","0","0.011","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","lipoic_acid_metabolism","0","0.005","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","phenylalanine,_tyrosine,_tryptophan_biosynthesis","0","0.026","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","superpathway_of_tca_cycle_and_glyoxylate_cycle","0","0.040","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","glutathione-glutaredoxin_system","0","0.009","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","dehydro-d-arabinono-1,4-lactone_biosynthesis","0","0.005","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","galactose_degradation","0","0.008","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","cysteine_biosynthesis_from_homoserine","1","0.006","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","fatty_acid_biosynthesis,_initial_steps","1","0.011","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","sucrose_degradation","0","0.002","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","methylglyoxal_catabolism","0","0.005","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","tca_cycle,_aerobic_respiration","0","0.031","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","lipases_biosynthesis","0","0.006","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","acetoin_biosynthesis","0","0.009","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","mevalonate_pathway","0","0.014","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","pyrimidine_metabolism","0","0.103","0.001"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","stearate_biosynthesis","0","0.006","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","ether_lipid_metabolism","0","0.008","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","serine_biosynthesis","0","0.006","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","superpathway_of_ergosterol_biosynthesis","0","0.034","0.000"
"leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","glutathione_metabolism","0","0.035","0.000"
"n-glycan_precursor_biosynthesis","fatty_acid_oxidation","0","0.050","0.002"
"n-glycan_precursor_biosynthesis","glycine_biosynthesis_from_threonine","1","0.005","0.000"
"n-glycan_precursor_biosynthesis","salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","n-glycan_biosynthesis","2","0.189","0.002"
"n-glycan_precursor_biosynthesis","glycerolipid_metabolism","1","0.083","0.001"
"n-glycan_precursor_biosynthesis","other_glycan_degradation","1","0.005","0.000"
"n-glycan_precursor_biosynthesis","trehalose_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","butanoate_metabolism","0","0.097","0.000"
"n-glycan_precursor_biosynthesis","trehalose_degradation,_low_osmolarity","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","phenylalanine_metabolism","0","0.045","0.000"
"n-glycan_precursor_biosynthesis","cholesterol_biosynthesis","1","0.064","0.000"
"n-glycan_precursor_biosynthesis","histidine_biosynthesis","1","0.035","0.001"
"n-glycan_precursor_biosynthesis","oleate_biosynthesis","1","0.005","0.000"
"n-glycan_precursor_biosynthesis","methionine_salvage_pathway","0","0.069","0.000"
"n-glycan_precursor_biosynthesis","protein_export","0","0.101","0.000"
"n-glycan_precursor_biosynthesis","pyruvate_dehydrogenase_pathway","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","dna_replication","0","0.172","0.000"
"n-glycan_precursor_biosynthesis","rump_cycle_and_formaldehyde_assimilation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","genes_of_meiotic_recombination","1","0.078","0.000"
"n-glycan_precursor_biosynthesis","mannose_degradation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","tyrosine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","glycerophospholipid_metabolism","1","0.137","0.003"
"n-glycan_precursor_biosynthesis","sphingolipid_metabolism","0","0.092","0.001"
"n-glycan_precursor_biosynthesis","basal_transcription_factors","0","0.115","0.000"
"n-glycan_precursor_biosynthesis","glucose-1-phosphate_metabolism","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_heme_and_siroheme_biosynthesis","1","0.050","0.001"
"n-glycan_precursor_biosynthesis","peroxisome","0","0.151","0.000"
"n-glycan_precursor_biosynthesis","lactose_degradation","0","0.035","0.000"
"n-glycan_precursor_biosynthesis","glycine_cleavage_complex","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","glycolysis_and_gluconeogenesis","1","0.269","0.010"
"n-glycan_precursor_biosynthesis","lysine_biosynthesis","1","0.054","0.001"
"n-glycan_precursor_biosynthesis","sulfur_metabolism","0","0.073","0.001"
"n-glycan_precursor_biosynthesis","terpenoid_backbone_biosynthesis","1","0.064","0.001"
"n-glycan_precursor_biosynthesis","trehalose_anabolism","0","0.040","0.000"
"n-glycan_precursor_biosynthesis","phagosome","0","0.159","0.000"
"n-glycan_precursor_biosynthesis","valine,_leucine_and_isoleucine_degradation","0","0.106","0.000"
"n-glycan_precursor_biosynthesis","arginine_degradation","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","base_excision_repair","0","0.083","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_fatty_acid_biosynthesis,","1","0.040","0.000"
"n-glycan_precursor_biosynthesis","pathways_of_chorismate","0","0.120","0.000"
"n-glycan_precursor_biosynthesis","glutamate_degradation","0","0.092","0.000"
"n-glycan_precursor_biosynthesis","glycine_degradation","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","folate_transformations","1","0.054","0.001"
"n-glycan_precursor_biosynthesis","folate_biosynthesis","1","0.097","0.002"
"n-glycan_precursor_biosynthesis","rna_transport","0","0.320","0.004"
"n-glycan_precursor_biosynthesis","xylulose-monophosphate_cycle","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","phenylalanine_degradation","0","0.059","0.001"
"n-glycan_precursor_biosynthesis","homocysteine_and_cysteine_interconversion","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","aerobic_respiration,_electron_transport_chain","0","0.129","0.005"
"n-glycan_precursor_biosynthesis","superpathway_of_histidine,_purine,_and_pyrimidine","0","0.210","0.017"
"n-glycan_precursor_biosynthesis","butanediol_degradation","0","0.005","0.000"
"n-glycan_precursor_biosynthesis","cyanoamino_acid_metabolism","0","0.045","0.000"
"n-glycan_precursor_biosynthesis","fructose_and_mannose_metabolism","0","0.129","0.003"
"n-glycan_precursor_biosynthesis","riboflavin,_fmn_and_fad_biosynthesis","1","0.040","0.000"
"n-glycan_precursor_biosynthesis","valine_degradation","0","0.054","0.001"
"n-glycan_precursor_biosynthesis","aerobic_glycerol_catabolism","1","0.083","0.000"
"n-glycan_precursor_biosynthesis","glutathione_degradation","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","phenylalanine_and_tyrosine_biosynthesis","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","synthesis_and_degradation_of_ketone_bodies","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","pantothenate_and_coa_biosynthesis","1","0.092","0.001"
"n-glycan_precursor_biosynthesis","purine_metabolism","0","0.381","0.017"
"n-glycan_precursor_biosynthesis","histidine_metabolism","0","0.073","0.000"
"n-glycan_precursor_biosynthesis","sulfur_amino_acid_biosynthesis","1","0.069","0.000"
"n-glycan_precursor_biosynthesis","oxidative_phosphorylation","0","0.280","0.003"
"n-glycan_precursor_biosynthesis","alanine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","formaldehyde_oxidation_ii_(glutathione-dependent)","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","inositol_phosphate_metabolism","0","0.073","0.001"
"n-glycan_precursor_biosynthesis","valine_biosynthesis","1","0.030","0.000"
"n-glycan_precursor_biosynthesis","hexaprenyl_diphosphate_biosynthesis","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","alpha-linolenic_acid_metabolism","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","tryptophan_metabolism","0","0.092","0.001"
"n-glycan_precursor_biosynthesis","homologous_recombination","1","0.092","0.000"
"n-glycan_precursor_biosynthesis","citrulline_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","pyruvate_metabolism","0","0.155","0.006"
"n-glycan_precursor_biosynthesis","folate_interconversions","1","0.059","0.002"
"n-glycan_precursor_biosynthesis","meiosis_-_yeast","0","0.483","0.009"
"n-glycan_precursor_biosynthesis","endocytosis","0","0.172","0.001"
"n-glycan_precursor_biosynthesis","phospholipid_biosynthesis","1","0.069","0.001"
"n-glycan_precursor_biosynthesis","mismatch_repair","0","0.092","0.000"
"n-glycan_precursor_biosynthesis","ubiquinone_biosynthesis","1","0.045","0.000"
"n-glycan_precursor_biosynthesis","carbon_monoxide_dehydrogenase_pathway","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","trehalose_degradation","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","alanine,_aspartate_and_glutamate_metabolism","0","0.142","0.004"
"n-glycan_precursor_biosynthesis","glycine,_serine_and_threonine_metabolism","1","0.115","0.003"
"n-glycan_precursor_biosynthesis","nad_biosynthesis","1","0.050","0.000"
"n-glycan_precursor_biosynthesis","fatty_acid_metabolism","0","0.083","0.001"
"n-glycan_precursor_biosynthesis","fatty_acid_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","tetrapyrrole_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_nad_biosynthesis","1","0.073","0.001"
"n-glycan_precursor_biosynthesis","p-cymene_degradation","0","0.030","0.000"
"n-glycan_precursor_biosynthesis","arachidonic_acid_metabolism","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","riboflavin_metabolism","0","0.069","0.001"
"n-glycan_precursor_biosynthesis","serine-isocitrate_lyase_pathway","0","0.087","0.000"
"n-glycan_precursor_biosynthesis","glycine_biosynthesis_from_serine","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","butanediol_biosynthesis","1","0.005","0.000"
"n-glycan_precursor_biosynthesis","biotin_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","toulene_degradation","0","0.030","0.000"
"n-glycan_precursor_biosynthesis","l-serine_degradation","0","0.005","0.000"
"n-glycan_precursor_biosynthesis","glyoxylate_cycle","0","0.040","0.001"
"n-glycan_precursor_biosynthesis","dolichyl_phosphate_d-mannose_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","phosphatidate_biosynthesis_ii_(the_glycerol-3-phosphate_pathway)","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","4-aminobutyrate_degradation","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","dolichyl_glucosyl_phosphate_biosynthesis","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_phosphatidate_biosynthesis","1","0.030","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_polyamine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","alanine_degradation","0","0.005","0.000"
"n-glycan_precursor_biosynthesis","ribosome_biogenesis_in_eukaryotes","1","0.320","0.003"
"n-glycan_precursor_biosynthesis","serine_biosynthesis_from_glyoxylate","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","translation_factors","0","0.181","0.000"
"n-glycan_precursor_biosynthesis","propanoate_metabolism","0","0.054","0.000"
"n-glycan_precursor_biosynthesis","cell_cycle_and_cell_division","1","0.416","0.000"
"n-glycan_precursor_biosynthesis","arginine_and_proline_metabolism","1","0.142","0.003"
"n-glycan_precursor_biosynthesis","carnitine_shuttle","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_glutathione_metabolism_(truncated_&gamma;-glutamyl_cycle)","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","triglyceride_biosynthesis","2","0.040","0.000"
"n-glycan_precursor_biosynthesis","limonene_and_pinene_degradation","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","sulfate_assimilation_pathway","0","0.045","0.000"
"n-glycan_precursor_biosynthesis","abc_transporters","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","udp-n-acetylglucosamine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","removal_of_superoxide_radicals","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","p-aminobenzoate_biosynthesis","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","ribose_and_deoxyribose_phosphate_metabolism","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","methionine_biosynthesis","1","0.035","0.000"
"n-glycan_precursor_biosynthesis","pentosephosphatweg","0","0.059","0.000"
"n-glycan_precursor_biosynthesis","<i>myo</i>-inositol_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_purine_biosynthesis_and_salvage_pathways","0","0.164","0.008"
"n-glycan_precursor_biosynthesis","tryptophan_degradation","0","0.092","0.001"
"n-glycan_precursor_biosynthesis","thiamine_metabolism","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","nucleotide_excision_repair","1","0.168","0.000"
"n-glycan_precursor_biosynthesis","upiquinone_q_prenylation","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","ubiquitin_mediated_proteolysis","1","0.210","0.000"
"n-glycan_precursor_biosynthesis","glucose_fermentation","0","0.155","0.006"
"n-glycan_precursor_biosynthesis","polyamine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","phosphatidylinositol_signaling_system","0","0.073","0.001"
"n-glycan_precursor_biosynthesis","glutathione-glutaredoxin_redox_reaction","1","0.054","0.001"
"n-glycan_precursor_biosynthesis","octane_oxidation","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","spliceosome","0","0.302","0.000"
"n-glycan_precursor_biosynthesis","udp-glucose_conversion","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","sulfur_relay_system","0","0.040","0.000"
"n-glycan_precursor_biosynthesis","allantoin_degradation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","de_novo_biosynthesis_of_pyrimidine_ribonucleotides","0","0.097","0.001"
"n-glycan_precursor_biosynthesis","porphyrin_and_chlorophyll_metabolism","1","0.078","0.001"
"n-glycan_precursor_biosynthesis","threonine_and_methionine_biosynthesis","1","0.064","0.001"
"n-glycan_precursor_biosynthesis","heme_biosynthesis","1","0.050","0.000"
"n-glycan_precursor_biosynthesis","myristate_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","glyoxylate_and_dicarboxylate_metabolism","1","0.073","0.002"
"n-glycan_precursor_biosynthesis","purine_fermentation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","salvage_pathways_of_purines_and_their_nucleosides","0","0.045","0.001"
"n-glycan_precursor_biosynthesis","chorismate_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","beta-alanine_metabolism","0","0.040","0.001"
"n-glycan_precursor_biosynthesis","glycogen_biosynthesis","1","0.045","0.001"
"n-glycan_precursor_biosynthesis","rna_degradation","0","0.253","0.002"
"n-glycan_precursor_biosynthesis","serine_and_glycine_biosynthesis","2","0.040","0.000"
"n-glycan_precursor_biosynthesis","periplasmic_nad_degradation","0","0.005","0.000"
"n-glycan_precursor_biosynthesis","asparagine_degradation","0","0.035","0.001"
"n-glycan_precursor_biosynthesis","starch_and_sucrose_metabolism","1","0.185","0.008"
"n-glycan_precursor_biosynthesis","phenylalanine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","vitamin_b6_metabolism","0","0.054","0.001"
"n-glycan_precursor_biosynthesis","valine,_leucine_and_isoleucine_biosynthesis","1","0.087","0.002"
"n-glycan_precursor_biosynthesis","pyruvate_dehydrogenase_complex","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","proline_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","cytoplasmic_trna_synthetases","1","0.092","0.000"
"n-glycan_precursor_biosynthesis","de_novo_biosynthesis_of_purine_nucleotides","1","0.120","0.005"
"n-glycan_precursor_biosynthesis","putrescine_biosynthesis","1","0.005","0.000"
"n-glycan_precursor_biosynthesis","threonine_biosynthesis","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","sulfur_degradation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","biosynthesis_of_secondary_metabolites","1","0.713","0.000"
"n-glycan_precursor_biosynthesis","mrna_surveillance_pathway","0","0.151","0.001"
"n-glycan_precursor_biosynthesis","methane_metabolism","0","0.137","0.002"
"n-glycan_precursor_biosynthesis","pentose_phosphate_pathway","0","0.133","0.005"
"n-glycan_precursor_biosynthesis","phospholipids_degradation","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","pentose_and_glucuronate_interconversions","1","0.050","0.000"
"n-glycan_precursor_biosynthesis","arginine_biosynthesis","1","0.045","0.001"
"n-glycan_precursor_biosynthesis","folate_polyglutamylation","0","0.040","0.001"
"n-glycan_precursor_biosynthesis","palmitoleate_and_palmitate_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","homocysteine_biosynthesis","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","snare_interactions_in_vesicular_transport","0","0.110","0.001"
"n-glycan_precursor_biosynthesis","s-adenosylmethionine_biosynthesis","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","galactose_metabolism","0","0.110","0.001"
"n-glycan_precursor_biosynthesis","principle_pathways_of_carbon_metabolism","1","0.334","0.000"
"n-glycan_precursor_biosynthesis","glycerol_teichoic_acid_biosynthesis","2","0.020","0.000"
"n-glycan_precursor_biosynthesis","serine_biosynthesis_from_3-phosphoglycerate","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","valine,_leucine_and_isoleucine_biosynthesis","1","0.087","0.002"
"n-glycan_precursor_biosynthesis","s-adenosylmethionine_cycle","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","anaerobic_respiration","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","proline_utilization","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","cysteine_biosynthesis/homocysteine_degradation","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","lipid-linked_oligosaccharide_biosynthesis","1","0.064","0.001"
"n-glycan_precursor_biosynthesis","selenocompound_metabolism","0","0.059","0.001"
"n-glycan_precursor_biosynthesis","nitrogen_metabolism","0","0.078","0.003"
"n-glycan_precursor_biosynthesis","asparagine_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","salvage_pathways_of_pyrimidine_ribonucleotides","0","0.030","0.000"
"n-glycan_precursor_biosynthesis","folic_acid_biosynthesis","1","0.050","0.000"
"n-glycan_precursor_biosynthesis","ethanol_degradation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","protein_modifications","0","0.059","0.000"
"n-glycan_precursor_biosynthesis","chitin_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","starch_and_cellulose_biosynthesis","2","0.025","0.000"
"n-glycan_precursor_biosynthesis","homoserine_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","0","0.040","0.000"
"n-glycan_precursor_biosynthesis","protein_processing_in_endoplasmic_reticulum","0","0.334","0.003"
"n-glycan_precursor_biosynthesis","biosynthesis_of_unsaturated_fatty_acids","0","0.045","0.000"
"n-glycan_precursor_biosynthesis","tyrosine_metabolism","0","0.087","0.001"
"n-glycan_precursor_biosynthesis","fatty_acid_elongation,","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","other_types_of_o-glycan_biosynthesis","1","0.064","0.000"
"n-glycan_precursor_biosynthesis","nicotinate_and_nicotinamide_metabolism","0","0.035","0.000"
"n-glycan_precursor_biosynthesis","pyridoxal_5'-phosphate_salvage_pathway","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","non-oxidative_branch_of_the_pentose_pathway","0","0.045","0.000"
"n-glycan_precursor_biosynthesis","regulation_of_autophagy","0","0.083","0.001"
"n-glycan_precursor_biosynthesis","citrate_cycle_(tca_cycle)","0","0.155","0.005"
"n-glycan_precursor_biosynthesis","very_long_chain_fatty_acid_biosynthesis","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","non-homologous_end-joining","0","0.050","0.000"
"n-glycan_precursor_biosynthesis","m-cresol_degradation","0","0.030","0.000"
"n-glycan_precursor_biosynthesis","tryptophan_biosynthesis","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","eukaryotic_transcription_initiation","1","0.146","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_ubiquinone_biosynthesis","1","0.040","0.000"
"n-glycan_precursor_biosynthesis","glutamate_biosynthesis","1","0.035","0.000"
"n-glycan_precursor_biosynthesis","lysine_degradation","0","0.069","0.000"
"n-glycan_precursor_biosynthesis","tca_cycle","0","0.151","0.000"
"n-glycan_precursor_biosynthesis","acetate_utilization","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","glucose-6-phosphate_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","inositol_phosphate_biosynthesis","1","0.197","0.002"
"n-glycan_precursor_biosynthesis","biotin_metabolism","0","0.030","0.000"
"n-glycan_precursor_biosynthesis","mitochondrial_trna_synthetases","1","0.069","0.000"
"n-glycan_precursor_biosynthesis","aminoacyl-trna_biosynthesis","1","0.181","0.000"
"n-glycan_precursor_biosynthesis","cysteine_and_methionine_metabolism","0","0.146","0.005"
"n-glycan_precursor_biosynthesis","superpathway_of_glutamate_biosynthesis","1","0.035","0.001"
"n-glycan_precursor_biosynthesis","glutamine_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","nucleotide_metabolism","0","0.181","0.003"
"n-glycan_precursor_biosynthesis","thioredoxin_system","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_chorismate","0","0.146","0.006"
"n-glycan_precursor_biosynthesis","one_carbon_pool_by_folate","1","0.073","0.003"
"n-glycan_precursor_biosynthesis","colanic_acid_building_blocks_biosynthesis","1","0.035","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_phospholipid_biosynthesis","1","0.101","0.000"
"n-glycan_precursor_biosynthesis","xylulose_degradation","0","0.005","0.000"
"n-glycan_precursor_biosynthesis","chitosan_biosynthesis","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","glycine_biosynthesis","2","0.020","0.000"
"n-glycan_precursor_biosynthesis","xylose_metabolism","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_sulfur_amino_acid_biosynthesis","1","0.101","0.002"
"n-glycan_precursor_biosynthesis","proteasome","0","0.197","0.000"
"n-glycan_precursor_biosynthesis","phosphatidate_biosynthesis_i_(the_dihydroxyacetone_pathway)","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","taurine_and_hypotaurine_metabolism","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","sucrose_biosynthesis","1","0.030","0.000"
"n-glycan_precursor_biosynthesis","aspartate_biosynthesis","1","0.020","0.000"
"n-glycan_precursor_biosynthesis","spermine,_spermidine_and_methylthioadenosine_biosynthesis","1","0.015","0.000"
"n-glycan_precursor_biosynthesis","rna_polymerase","0","0.137","0.000"
"n-glycan_precursor_biosynthesis","2-ketoglutarate_dehydrogenase_complex","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","steroid_biosynthesis","1","0.073","0.001"
"n-glycan_precursor_biosynthesis","superpathway_of_acetoin_and_butanediol_biosynthesis","1","0.030","0.000"
"n-glycan_precursor_biosynthesis","glycogen_catabolism","1","0.025","0.000"
"n-glycan_precursor_biosynthesis","metabolic_pathways","0","0.975","0.000"
"n-glycan_precursor_biosynthesis","methionine_degradation","0","0.020","0.000"
"n-glycan_precursor_biosynthesis","glycerol_biosynthesis","2","0.025","0.000"
"n-glycan_precursor_biosynthesis","mapk_signaling_pathway","0","0.253","0.003"
"n-glycan_precursor_biosynthesis","ribosome","0","0.528","0.000"
"n-glycan_precursor_biosynthesis","superpathway_of_leucine,_isoleucine,_and_valine_biosynthesis","1","0.054","0.001"
"n-glycan_precursor_biosynthesis","fatty_acid_elongation","0","0.025","0.000"
"n-glycan_precursor_biosynthesis","glycerol_degradation","1","0.010","0.000"
"n-glycan_precursor_biosynthesis","nad_salvage_pathway","0","0.050","0.000"
"n-glycan_precursor_biosynthesis","fructose_degradation","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","tyrosine_degradation","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","cytoplasmic_ribosomal_proteins","1","0.434","0.000"
"n-glycan_precursor_biosynthesis","cell_cycle_-_yeast","0","0.478","0.008"
"n-glycan_precursor_biosynthesis","threonine_degradation","0","0.010","0.000"
"n-glycan_precursor_biosynthesis","ergosterol_biosynthesis","1","0.106","0.001"
"n-glycan_precursor_biosynthesis","salvage_pathways_of_adenine,_hypoxanthine_and_their_nucleosides","0","0.035","0.001"
"n-glycan_precursor_biosynthesis","lipoic_acid_metabolism","0","0.015","0.000"
"n-glycan_precursor_biosynthesis","phenylalanine,_tyrosine,_tryptophan_biosynthesis","1","0.083","0.002"
"n-glycan_precursor_biosynthesis","superpathway_of_tca_cycle_and_glyoxylate_cycle","0","0.124","0.003"
"n-glycan_precursor_biosynthesis","glutathione-glutaredoxin_system","1","0.030","0.000"
