"intpathway","kegg","LCS","Gene Agreement","GenePair Agreement"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","rna_polymerase_iii,_eukaryotes","15","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","24","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","scf-met30_complex","8","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","21","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","tramp_complex","6","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","histidine_biosynthesis,_prpp_=>_histidine","18","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","ribosome,_eukaryotes","13","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","escrt-ii_complex","9","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","tryptophan_biosynthesis,_chorismate_=>_tryptophan","18","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","proteasome,_20s_core_particle","14","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","21","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","19","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","fatty_acid_biosynthesis,_elongation","15","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","rna_polymerase_i,_eukaryotes","13","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","exosome,_eukaryotes","13","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","dna_polymerase_epsilon_complex","15","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","22","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","n-glycan_precursor_biosynthesis","15","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","cytochrome_bc1_complex_respiratory_unit","14","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","dna_polymerase_zeta  complex","12","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","23","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","23","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","16","0.965","1.000"
"de_novo_biosyn._of_pyrimidine_deoxyribonucleotides","scf-cdc4_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","c5_isoprenoid_biosynthesis,_mevalonate_pathway","15","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","gluconeogenesis,_oxaloacetate_=>_fructose-6p","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","aminoacyl-trna_biosynthesis,_eukaryotes","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","scf-grr1_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","16","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","n-glycan_biosynthesis,_high-mannose_type","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","cell_cycle_-_g1/s_transition","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","20","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","succinate_dehydrogenase_(ubiquinone)","13","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","19","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","beta-oxidation,_acyl-coa_synthesis","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","escrt-0_complex","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","proline_biosynthesis,_glutamate_=>_proline","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","glyoxylate_cycle","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","exosome,_archaea","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","20","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","camp_signaling","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","f-type_atpase,_eukaryotes","10","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","sphingosine_degradation","13","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","19","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","19","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","ski_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","mrx_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","22","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","lsm_1-7_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","glycolysis,_core_module_involving_three-carbon_compounds","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","sm_core_complex","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","cell_cycle_-_g2/m_transition","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","dna_polymerase_alpha_/_primase_complex","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","decapping_complex","10","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","sec61_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","mcm_complex","6","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","spliceosome,_u1-snrnp","9","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","cap_binding_complex","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","h/aca_ribonucleoprotein_complex","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","origin_recognition_complex","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","n-glycan_precursor_trimming","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","gins_complex","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","tetrahydrofolate_biosynthesis,_gtp_=>_thf","13","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","lsm_2-8_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","proteasome,_19s_regulatory_particle_(pa700)","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","rf-c_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","holo-tfiih_complex","9","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","serine_biosynthesis,_glycerate-3p_=>_serine","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","cytochrome_bc1_complex","10","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","escrt-iii_complex","10","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","19","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","20","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","c1-unit_interconversion,_eukaryotes","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","gaba_(gamma-aminobutyrate)_shunt","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","n-glycosylation_by_oligosaccharyltransferase","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","coenzyme_a_biosynthesis,_pantothenate_=>_coa","15","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","fatty_acid_biosynthesis,_initiation","13","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","gpi-anchor_biosynthesis,_core_oligosaccharide","16","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","pentose_phosphate_pathway_(pentose_phosphate_cycle)","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","19","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","33","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","p97-ufd1-npl4_complex","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","citrate_cycle_(tca_cycle,_krebs_cycle)","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","13","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","methionine_salvage_pathway","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","apc/c_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","rna_polymerase_ii,_eukaryotes","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","ornithine_biosynthesis,_glutamate_=>_ornithine","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","assimilatory_sulfate_reduction,_sulfate_=>_h2s","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","eif4f_complex","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","19","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","prpp_biosynthesis,_ribose_5p_=>_prpp","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","dna_damage-induced_cell_cycle_checkpoints","12","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","copii_complex","9","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","ergocalciferol_biosynthesis","11","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","rna_polymerase_iii,_eukaryotes","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","scf-met30_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","tramp_complex","7","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","histidine_biosynthesis,_prpp_=>_histidine","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","ribosome,_eukaryotes","9","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","escrt-ii_complex","9","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","tryptophan_biosynthesis,_chorismate_=>_tryptophan","15","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","proteasome,_20s_core_particle","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","18","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","fatty_acid_biosynthesis,_elongation","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","rna_polymerase_i,_eukaryotes","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","exosome,_eukaryotes","8","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","dna_polymerase_epsilon_complex","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","n-glycan_precursor_biosynthesis","12","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","cytochrome_bc1_complex_respiratory_unit","14","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","dna_polymerase_zeta  complex","12","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","20","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","17","0.965","1.000"
"protein_processing_in_endoplasmic_reticulum","scf-cdc4_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","c5_isoprenoid_biosynthesis,_mevalonate_pathway","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","gluconeogenesis,_oxaloacetate_=>_fructose-6p","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","aminoacyl-trna_biosynthesis,_eukaryotes","19","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","scf-grr1_complex","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","n-glycan_biosynthesis,_high-mannose_type","19","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","cell_cycle_-_g1/s_transition","10","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","succinate_dehydrogenase_(ubiquinone)","11","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","beta-oxidation,_acyl-coa_synthesis","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","escrt-0_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","proline_biosynthesis,_glutamate_=>_proline","21","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","glyoxylate_cycle","8","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","exosome,_archaea","9","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","24","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","camp_signaling","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","f-type_atpase,_eukaryotes","11","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","sphingosine_degradation","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","21","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","16","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","19","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","ski_complex","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","mrx_complex","3","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","lsm_1-7_complex","4","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","glycolysis,_core_module_involving_three-carbon_compounds","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","sm_core_complex","7","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","cell_cycle_-_g2/m_transition","9","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","dna_polymerase_alpha_/_primase_complex","11","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","decapping_complex","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","sec61_complex","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","mcm_complex","3","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","spliceosome,_u1-snrnp","8","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","cap_binding_complex","7","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","h/aca_ribonucleoprotein_complex","10","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","origin_recognition_complex","9","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","n-glycan_precursor_trimming","9","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","gins_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","tetrahydrofolate_biosynthesis,_gtp_=>_thf","16","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","lsm_2-8_complex","4","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","proteasome,_19s_regulatory_particle_(pa700)","15","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","rf-c_complex","4","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","27","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","holo-tfiih_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","serine_biosynthesis,_glycerate-3p_=>_serine","20","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","cytochrome_bc1_complex","8","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","escrt-iii_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","24","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","c1-unit_interconversion,_eukaryotes","14","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","24","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","gaba_(gamma-aminobutyrate)_shunt","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","n-glycosylation_by_oligosaccharyltransferase","15","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","coenzyme_a_biosynthesis,_pantothenate_=>_coa","21","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","fatty_acid_biosynthesis,_initiation","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","gpi-anchor_biosynthesis,_core_oligosaccharide","21","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","pentose_phosphate_pathway_(pentose_phosphate_cycle)","16","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","19","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","p97-ufd1-npl4_complex","4","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","citrate_cycle_(tca_cycle,_krebs_cycle)","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","16","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","methionine_salvage_pathway","13","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","apc/c_complex","3","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","rna_polymerase_ii,_eukaryotes","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","ornithine_biosynthesis,_glutamate_=>_ornithine","21","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","assimilatory_sulfate_reduction,_sulfate_=>_h2s","17","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","eif4f_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","19","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","prpp_biosynthesis,_ribose_5p_=>_prpp","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","dna_damage-induced_cell_cycle_checkpoints","13","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","copii_complex","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","ergocalciferol_biosynthesis","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","rna_polymerase_iii,_eukaryotes","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","scf-met30_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","tramp_complex","5","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","histidine_biosynthesis,_prpp_=>_histidine","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","ribosome,_eukaryotes","11","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","escrt-ii_complex","6","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","tryptophan_biosynthesis,_chorismate_=>_tryptophan","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","proteasome,_20s_core_particle","13","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","22","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","20","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","fatty_acid_biosynthesis,_elongation","18","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","rna_polymerase_i,_eukaryotes","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","exosome,_eukaryotes","10","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","dna_polymerase_epsilon_complex","9","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","24","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","n-glycan_precursor_biosynthesis","12","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","cytochrome_bc1_complex_respiratory_unit","14","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","dna_polymerase_zeta  complex","10","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","21","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","23","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","16","0.965","1.000"
"biosynthesis_of_unsaturated_fatty_acids","scf-cdc4_complex","5","0.965","1.000"
"tyrosine_metabolism","c5_isoprenoid_biosynthesis,_mevalonate_pathway","10","0.965","1.000"
"tyrosine_metabolism","gluconeogenesis,_oxaloacetate_=>_fructose-6p","9","0.965","1.000"
"tyrosine_metabolism","aminoacyl-trna_biosynthesis,_eukaryotes","11","0.965","1.000"
"tyrosine_metabolism","scf-grr1_complex","4","0.965","1.000"
"tyrosine_metabolism","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","13","0.965","1.000"
"tyrosine_metabolism","n-glycan_biosynthesis,_high-mannose_type","10","0.965","1.000"
"tyrosine_metabolism","cell_cycle_-_g1/s_transition","6","0.965","1.000"
"tyrosine_metabolism","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","12","0.965","1.000"
"tyrosine_metabolism","succinate_dehydrogenase_(ubiquinone)","9","0.965","1.000"
"tyrosine_metabolism","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","12","0.965","1.000"
"tyrosine_metabolism","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","11","0.965","1.000"
"tyrosine_metabolism","beta-oxidation,_acyl-coa_synthesis","9","0.965","1.000"
"tyrosine_metabolism","escrt-0_complex","4","0.965","1.000"
"tyrosine_metabolism","proline_biosynthesis,_glutamate_=>_proline","12","0.965","1.000"
